user_input,retrieved_contexts,response,reference,nv_accuracy,faithfulness,nv_context_relevance
¿Por qué BBVA ha reforzado su posición de mercado en el negocio de corporate finance?,"['En el negocio de corporate finance, ha existido una elevada actividad en el año 2017 y se ha llevado a cabo una gran labor de marketing, gracias a la cual BBVA ha obtenido numerosos mandatos, reforzando su posición de mercado en este negocio.', 'Por último cabe señalar los menores niveles de deterioro del valor de los activos financieros con respecto a los del ejercicio previo, cuando se registraron dotaciones a saneamientos como consecuencia de las bajadas de rating de las compañías de oil & gas en Estados Unidos, sobre todo durante los tres primeros meses de ese año.rela Ción C on el Cliente 2017 P.69 Relación con el cliente experiencia de cliente El principal foco de atención de BBVA es satisfacer las necesidades de sus clientes y conectar con ellos de una manera más atractiva, combinando al mismo tiempo innovación, tecnología y experiencia.', 'En los últimos ejercicios el Grupo ha desarrollado e implantado las mejoras estructurales y operativas necesarias para reforzar y consolidar la visión integral de los riesgos, basada en información completa, precisa y recurrente, permitiéndole a la alta dirección valorar y decidir en consecuencia.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'Los resultados obtenidos constatan una sólida consolidación del negocio doméstico con una mejora significativa del margen de clientes. Esto ha sido posible gracias a una gestión proactiva de precios (tanto en intereses como en comisiones) junto con una mejora en las cuotas de mercado, siempre manteniendo una elevada calidad de servicio. El Banco ha sido capaz de fortalecer su margen de intereses y es la entidad con mejor comportamiento en el margen de clientes en España. Todo ello junto con una sólida posición de solvencia y liquidez.', 'Durante muchas generaciones hemos aplicado nuestro conocimiento y experiencia para innovar y reinventar la manera de hacer banca, manteniendo las fortalezas que nos han acompañado siempre. Estoy convencida de que lograremos el éxito porque:  nuestro crecimiento, rentabilidad y fortaleza de balance demuestran que nuestra estrategia está funcionando;  nuestro tamaño, diversificación y predictibilidad nos aportan una base sólida para innovar;  nuestra cultura —nuestro foco constante en ser un banco responsable— reforzará la confianza de las personas en nuestra marca.', 'Los recursos gestionados se incrementaron en un 1,8%, gracias a la incesante dedicación de la red de oficinas y al apoyo de gestores especializados en sectores y en productos. Es especialmente destacable la cuota de presencia en fondos de inversión, situada en el 13,6% del Banco, claramente indicativa del perfil medio de la clientela y su cultura financiera.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'TSB en 2015 ha conseguido incrementar la cartera de crédito gracias a la buena dinámica comercial y las fuentes de financiación de TSB que están constituidas fundamentalmente por el crecimiento de los depósitos de clientes y el éxito en la diversificación de las mismas.', 'Santander quiere proporcionar a sus clientes una experiencia de servicio excelente y, por ello, durante este año ha puesto en marcha nuevas iniciativas que pretenden mejorar los procesos desde la visión del cliente incorporando los beneficios que supone la transformación digital.']","ha existido una elevada actividad en el año 2017 y se ha llevado a cabo una gran labor de marketing, gracias a la cual BBVA ha obtenido numerosos mandatos, reforzando su posición de mercado en este negocio",ha existido una elevada actividad en el año 2017 y se ha llevado a cabo una gran labor de marketing,0.75,1.0,1.0
¿Qué consecuencias tendría una deuda financiera debida al importe de la financiación externa?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'En algunas ocasiones, la solución a las reclamaciones puede ser local pero, en otras, deben intervenir las direcciones centrales. Por eso, el defensor del cliente coordina fábricas, ingeniería, dirección de obras, etc... para ofrecer una respuesta integral.']",el 97% son reciclados por empresas especializadas,un cambio en los tipos de interés a la fecha de cierre no afectaría significativamente a los resultados consolidados,0.0,0.0,0.0
¿Por qué gran parte de las líneas están en proceso de ejecución?,"['Gran parte de las líneas están en proceso de ejecución, dado que muchos de los objetivos propuestos se han trazado a 2015.', 'La plantilla aumentó un 2,6% dado que se han puesto en marcha nuevas líneas y que ha aumentado la producción.', 'Creemos firmemente que estamos bien preparados para afrontar este reto y marcar la diferencia. Entre otros motivos, porque gestionamos el ciclo de vida completo de los medicamentos, desde la formulación hasta la adherencia, lo que nos sitúa en una posición excelente para diseñar medicamentos que funcionan, ayudan y se adaptan a las necesidades de los pacientes.', '• Construir un Prosegur más ágil, rápido, consistente y homogéneo, gracias a la simplificación de procesos y estructuras que redunden en una mejor toma de decisiones', 'Operamos en una industria global y altamente competitiva por lo que no sólo debemos adaptarnos de forma continuada a los requisitos de nuestros clientes sino que consideramos el desarrollo conjunto una oportunidad de ventaja competitiva.', 'Como se ha señalado, esta fase de implantación es otra de las posibles fuentes de riesgo de modelo, por lo que es requisito indispensable que se realicen pruebas por parte de los equipos técnicos y los propietarios del modelo, certificando que se ha implementado de acuerdo a la definición metodológica y funciona de acuerdo a lo esperado.', 'Una de las grandes ventajas de este sistema es su transparencia, ya que estas ideas son visibles de forma inmediata para toda la plantilla de modo que pueden ser votadas o enriquecidas con opiniones o aportaciones complementarias.', 'El I+D+i dentro de la compañía no se limita sólo a un departamento sino que se encuentra en cada fase de producción por lo que la plantilla participa de él.', 'Y también han de ser flexibles, porque la gestión de riesgos tiene que adaptarse rápidamente a nuevos entornos y escenarios imprevistos.', 'También se ha mejorado la interfaz gráfica general, con lo que se consigue una mejor experiencia de usuario.']",muchos de los objetivos propuestos se han trazado a 2015,muchos de los objetivos propuestos se han trazado a 2015,0.75,1.0,1.0
¿A qué se debió el crecimiento de LAS VENTAS? ,"['En 2017 las ventas han aumentado un 4,3% como consecuencia de una ligera recuperación de la situación general económica y también del sector de la construcción.', 'Sin considerar esta venta, el beneficio neto ha crecido un 25,4% principalmente debido al buen desempeño del margen financiero y las comisiones cobradas y por un adecuado control de los gastos de administración y promoción.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'LAS VENTAS crecieron debido a la incorporación de Oliveri (en 2013 sólo un mes) y Garofalo (desde el mes de junio). El impacto de los nuevos negocios es de 103 millones de euros. Ambas compañías son parte importante en la estrategia del Grupo y tienen un desarrollo específico para ampliar su distribución en mercados que entendemos complementarios.', 'El resultado antes de impuestos, que refleja mejor la evolución del negocio, crece un 8% gracias al aumento de volúmenes, la buena gestión de márgenes y el control de costes.', 'Sin considerar el efecto de este impuesto la variación sería del 25%, respondiendo fundamentalmente a los mayores ingresos por incremento del cargo de comercialización desde mayo de 2015 y el aumento de la demanda. A pesar del crecimiento del negocio de distribución de Colombia, el ebitda se ha visto afectado por el incremento significativo del coste de la energía, registrado principalmente desde el mes de septiembre debido a la situación climatológica del país.', 'En 2014 ha continuado la caída en ventas como consecuencia de la situación general económica y en particular del sector de la construcción.', 'El beneficio antes de impuestos crece menos que los anteriores márgenes, debido a (i)n un aumento de los costes financieros asociados a la elevada volatilidad de tipo de cambio del US$ durante el ejercicio (el Grupo realiza una parte significativa de sus compras en US$) y (ii) a una peor evolución de los resultados no recurrentes, con una menor generación de ingresos procedente de la venta activos frente a las que se verificaron en 2016 (venta de inmuebles y venta del negocio de Puerto Rico, principalmente).', 'Europa ha tenido una primera mitad del año con fuerte incremento del consumo aparente, debido al incremento en la utilización por parte de los clientes finales pero también debido a la recuperación de stocks en la cadena de suministro.', 'Estados Unidos, por su parte, experimentó cierta ralentización en su crecimiento, con un incremento anual del PIB del 1,6%, pero con un satisfactorio cuadro macroeconómico: prácticamente pleno empleo, inflación controlada, incremento del número de asalariados con mejoras en los salarios medios y un índice de confianza de los consumidores positivo gracias al impulso fiscal anunciado por el nuevo presidente.']",a la incorporación de Oliveri (en 2013 sólo un mes) y Garofalo (desde el mes de junio). El impacto de los nuevos negocios es de 103 millones de euros. Ambas compañías son parte importante en la estrategia del Grupo y tienen un desarrollo específico para ampliar su distribución en mercados que entendemos complementarios,a la incorporación de Oliveri (en 2013 sólo un mes) y Garofalo (desde el mes de junio),0.75,0.7142857142857143,1.0
¿El Día Mundial del Cáncer de Mama qué ha implicado?,"['Además, con motivo del Día Mundial del Cáncer de Mama, se emitieron en televisión piezas con consejos para prevenir esta enfermedad.', 'También queremos que nuestros proyectos de responsabilidad social sean cada vez más cercanos a ellos y a sus familias, y por esto buscamos que en cada uno de ellos puedan participar y estar con nosotros. Pongo como ejemplos, el lanzamiento de nuestra Superliga DIA en España, la carrera en apoyo a los niños con cáncer en Sao Paulo, la ayuda a jóvenes madres en riesgo de exclusión en Portugal o la campaña de recogida de ropa de abrigo en Argentina entre otras muchas acciones.', 'Simultáneamente, hemos comenzado a trabajar en la cuarta edición, que supondrá una importante ampliación del alcance del programa, ya que también abarcará cuestiones adicionales de sostenibilidad ambiental.', 'Además de las acciones que llevamos a cabo con nuestros interlocutores, los pacientes y la comunidad sanitaria, 2015 nos sirvió para reorientar toda nuestra organización al objetivo de ofrecer soluciones innovadoras para los pacientes en Dermatología a través de nuestro know-how acumulado y nuestra competencia técnica en este campo. Gracias a una amplia gama de acciones internas y externas, no solo nos encontramos hoy en una mejor posición para conseguir este objetivo, sino que podemos hacerlo escuchando mejor las aportaciones de los pacientes, los médicos y la comunidad científica.', 'En su firme compromiso por sensibilizar a la sociedad para paliar las situaciones que afectan a los más desfavorecidos, ‘12 Meses’ ha culminado en 2015 su campaña ‘Balón solidario’ de ‘Los Manolos’ -Manu Carreño y Manolo Lamapuesta en marcha el año anterior en colaboración con el Banco de Alimentos y la Fundación Solidaridad Carrefour, con un rotundo éxito: más de 230.000 meriendas distribuidas entre niños en riesgo de exclusión social obtenidas a raíz de la venta de miles de ejemplares del balón solidario en 173 centros Carrefour de toda España.', 'Gracias a la colaboración con los diferentes departamentos, todos los empleados -e incluso las nuevas incorporaciones- participan en talleres de sensibilización ambiental.', 'El evento fue posible gracias a la colaboración de Atresmedia y una de las principales distribuidoras con las que trabaja, Warner Bros.', 'Gracias a la emisión de la serie de Antena 3, Tiempos de Guerra, la campaña ha tenido gran repercusión y visibilidad. 7.3.3.', 'Gracias a esta intervención, se ha atendido a cerca de 70.000 personas en consultas externas y de salud mental.', 'Me resulta complicado abarcar en esta carta todos los aspectos de interés que pueden encontrar en el presente informe, por lo que les animo a leerlo con atención y detenimiento.']",se emitieron en televisión piezas con consejos para prevenir esta enfermedad,se emitieron en televisión piezas con consejos para prevenir esta enfermedad,1.0,1.0,1.0
¿Qué ha motivado el enfoque en la red comercial y la adopción de una estrategia de precios con tipos de interés más atractivos?,"['Esta tendencia se sustentó en una mejora de las variables macroeconómicas, pero se potenció innegablemente gracias al esfuerzo por retener el precio que inició Atresmedia desde hace un par de años, estrategia por la que parecen por fin haber optado el resto de operadores principales del mercado.', 'La contratación de préstamos al consumo consolida su crecimiento con un incremento de volumen del 46,42% respecto al año anterior gracias al foco en la red comercial y a la estrategia aplicada en la política de precios con tipos de interés más atractivos.', 'Si en lugar de por concepto, analizamos el margen de intereses por áreas geográficas cabe destacar: – Favorable evolución en Reino Unido (+16,5%) y EE.UU. (+11,2%) que aumentan a doble dígito gracias al esfuerzo realizado en reducir el coste de los depósitos minoristas en el primer caso y a la mayor actividad en consumo (SCUSA) en el segundo.', 'Los resultados obtenidos constatan una sólida consolidación del negocio doméstico con una mejora significativa del margen de clientes. Esto ha sido posible gracias a una gestión proactiva de precios (tanto en intereses como en comisiones) junto con una mejora en las cuotas de mercado, siempre manteniendo una elevada calidad de servicio. El Banco ha sido capaz de fortalecer su margen de intereses y es la entidad con mejor comportamiento en el margen de clientes en España. Todo ello junto con una sólida posición de solvencia y liquidez.', 'Por otro lado, los gastos financieros se han reducido significativamente como resultado de fructíferas negociaciones con los bancos que permitieron minorar el tipo de interés medio satisfecho por la Compañía, el cual se situó en 3,2% frente al 3,5% del año 2016, así como incrementar los plazos de vencimiento de los instrumentos de deuda con los que actualmente se financia.', 'En paralelo, continúa el crecimiento de los depósitos en los mercados maduros aunque a menor ritmo, como consecuencia de un mayor foco en la reducción del coste del pasivo, como principal palanca para recuperar margen de intereses en entornos de tipos de interés en mínimos.', 'En el año 2014 destaca el movimiento de saldos de depósitos a plazo a cuentas a la vista, como resultado del entorno de tipos de interés bajos.', 'La compañía ha ido ganando volumen merced a un modelo de negocio único en su sector, que le ha permitido aumentar su rentabilidad pese a los ciclos económicos adversos y ganarse la confianza del mercado.', 'El entorno para la actividad bancaria está siendo desafiante, ya que a la evolución anterior se unen unos tipos de interés extraordinariamente bajos en los países desarrollados, crecimientos de volúmenes reducidos, fuerte presión competitiva por parte tanto de entidades bancarias como no bancarias, y un entorno regulatorio exigente.', 'La transformación digital está impactada por los cambios en los hábitos de los consumidores, y por ello se ha iniciado un nuevo modelo de relación con los clientes, buscando nuevas formas de acercarse, allí donde ellos estén, para ser más convenientes. El objetivo ha sido mejorar la propuesta de valor y servicio del Grupo, asegurando la metodología y sistemática comercial, adaptándose a los diferentes segmentos y llevando la relación con el cliente donde más lo necesita en cada momento.']","La contratación de préstamos al consumo consolida su crecimiento con un incremento de volumen del 46,42% respecto al año anterior","La contratación de préstamos al consumo consolida su crecimiento con un incremento de volumen del 46,42% respecto al año anterior",1.0,1.0,1.0
¿Qué efecto ha tenido el éxito de su oferta de novelas?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'En algunas ocasiones, la solución a las reclamaciones puede ser local pero, en otras, deben intervenir las direcciones centrales. Por eso, el defensor del cliente coordina fábricas, ingeniería, dirección de obras, etc... para ofrecer una respuesta integral.']",el 97% son reciclados por empresas especializadas,"Es la temática líder absoluto en las tardes de lunes a viernes (4,4%), por encima incluso de algunas generalistas",0.0,0.0,0.0
¿Cuál es el efecto de que el Grupo se acogiera a la exención de la NIIF 1 sobre diferencias de conversión acumuladas?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'En algunas ocasiones, la solución a las reclamaciones puede ser local pero, en otras, deben intervenir las direcciones centrales. Por eso, el defensor del cliente coordina fábricas, ingeniería, dirección de obras, etc... para ofrecer una respuesta integral.']","se ofrecerá una visión clara acerca del alcance y naturaleza de los posibles defectos, ofreciendo a los usuarios una imagen tridimensional del objeto que se inspecciona",aquellas diferencias de conversión reconocidas en las cuentas anuales consolidadas que se hubieran generado con anterioridad al 1 de enero de 2004 se muestran en cuentas de reservas,0.0,0.75,0.0
¿Qué efecto han tenido los puntos que se han mencionado previamente?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Llevamos años siendo cada vez más y más eficientes, por eso también cada vez es más difícil mejorar.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'No quiero extenderme mucho en esto porque la consejera delegada lo explica con detalle en este mismo informe, pero sí quiero poner énfasis en la calidad de los resultados.']",será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio,el Grupo ha obtenido un beneficio después de impuestos de 17.526 miles de euros,0.0,0.5,0.75
¿Por qué se ha registrado una disminución del porcentaje de ebitda certificado?,"['En 2015, a pesar de avanzar en la certificación de nuevos sistemas de gestión ambiental conforme a ISO 14001 y a los requisitos internos, se ha registrado una disminución del porcentaje de ebitda certificado, como consecuencia de la incorporación de nuevas actividades en Chile donde se está trabajando en adaptarlas a los referenciales internacionales y a los requerimientos internos en materia de gestión ambiental. En materia de cambio climático este año se ha mantenido el avance de los diferentes proyectos encaminados a la determinación de nuestra huella de carbono e identificación de los riesgos y oportunidades derivados del cambio climático.', 'El ebitda disminuye un 20,9% debido al impacto de una menor demanda y un efecto negativo de los tipos de cambio (–46 millones de euros).', 'El EBITDA ajustado descendió un 9,4% en 2017 hasta EUR568.6m, una caída del 8,9% a divisa constante. Este descenso tuvo su reflejo en una erosión de 65 puntos básicos en el margen EBITDA ajustado, que fue del 6,6% en el año como resultado de la política de precios implementada en España en la segunda mitad del año.', 'Estricto control de costes, con una disminución del 0,6% gracias al plan de eficiencia y de productividad.', 'En los tres últimos años, la Compañía ha logrado unos sólidos resultados financieros que han hecho que el BPA ajustado de 2016 alcance los 90,2 céntimos de euro. En consecuencia, los derechos asignados en 2014 bajo el plan de acciones por desempeño, se consolidarán en 2016 en su nivel máximo en lo que respecta al parámetro de BPA. El precio de la acción registró un fuerte crecimiento en los dos primeros años y medio de los tres que integran el período de desempeño, aunque sufrió una importante caída tras el resultado del referéndum sobre la UE celebrado en el Reino Unido.', 'Estas ventas han supuesto un ingreso de 2.412 millones de euros en el ejercicio 2016, un 16,4% inferior al del ejercicio 2015 como consecuencia de la caída en las unidades físicas vendidas y del menor precio medio de venta.', 'Por otro lado, los gastos financieros se han reducido significativamente como resultado de fructíferas negociaciones con los bancos que permitieron minorar el tipo de interés medio satisfecho por la Compañía, el cual se situó en 3,2% frente al 3,5% del año 2016, así como incrementar los plazos de vencimiento de los instrumentos de deuda con los que actualmente se financia.', 'El ARPU permanece relativamente estable en el ejercicio (-0,6%) gracias a la captación de clientes de valor, que permite compensar el fuerte impacto regulatorio.', 'Resultado bruto de explotación (EBITDA)el margen bruto de explotación se incrementa un 10,5% respecto al cierre de 2013, debido al impacto de los activos adquiridos a finales de 2013 y principios de 2014, y gracias al plan iniciado en ejercicios anteriores para implantar una serie de medidas de mejora de la eficiencia y optimización de los costes de explotación, en las que el Grupo continuará haciendo hincapié.', 'La inversión crediticia neta se ha situado en 8.836 millones de euros, un decremento del 26,9% debido a la venta SUB, aunque aislando este impacto la inversión crece un 9,2% por el negocio de México.']",consecuencia de la incorporación de nuevas actividades en Chile donde se está trabajando en adaptarlas a los referenciales internacionales y a los requerimientos internos en materia de gestión ambiental,consecuencia de la incorporación de nuevas actividades en Chile donde se está trabajando en adaptarlas a los referenciales internacionales y a los requerimientos internos en materia de gestión ambiental,1.0,1.0,1.0
¿Cuál es la consecuencia de que su reutilización no sea posible pero sí su reciclaje?,"['Su reutilización no es posible pero sí su reciclaje, por lo que el 97% son reciclados por empresas especializadas.', 'Esta decisión se adoptó en línea con las recomendaciones de gobierno corporativo en materia de rotación del auditor externo, a propuesta de la comisión de auditoría y como resultado de un concurso de selección desarrollado con plena transparencia.', 'La baja contable de los activos de un plan puede producirse cuando estos activos son mayores que la obligación proyectada y el Grupo no puede recuperar ningún superávit a través de reembolsos del instrumento en que está materializado el compromiso de prestación definida como consecuencia de requisitos de solvencia y/o control.', 'Debt Valuation Adjustment (DVA): ajuste a la valoración similar al CVA, pero en este caso como consecuencia del riesgo propio del Grupo que asumen sus contrapartidas en los derivados OTC.', 'También podrá proponerse la separación de consejeros independientes como consecuencia de ofertas públicas de adquisición, fusiones u otras operaciones corporativas similares que supongan un cambio en la estructura de capital de la sociedad, cuando tales cambios en la estructura del consejo de administración vengan propiciados por el criterio de proporcionalidad señalado en la recomendación 16.', 'Llevará a cabo actividades que aporten valor y ayuden a reforzar la relación personal con determinados clientes, por lo que será una oficina evolucionada que permitirá al Banco testar un nuevo modelo de atención y servicio.', 'Ofrece a los usuarios una imagen tridimensional del objeto que se inspecciona, con lo que se ofrece una visión clara acerca del alcance y naturaleza de los posibles defectos.', 'Todos los riesgos están transferidos a la compañía de seguros, ya que esta incluso asegura la garantía indicada anteriormente.', 'Además, se ha procedido a revisar el estado actual de las instalaciones obteniendo como resultado unas propuestas de mejora de ahorro y eficiencia energética.', 'En algunas ocasiones, la solución a las reclamaciones puede ser local pero, en otras, deben intervenir las direcciones centrales. Por eso, el defensor del cliente coordina fábricas, ingeniería, dirección de obras, etc... para ofrecer una respuesta integral.']",el 97% son reciclados por empresas especializadas,el 97% son reciclados por empresas especializadas,1.0,1.0,1.0
¿Qué hizo que el evento fuera posible?,"['El evento fue posible gracias a la colaboración de Atresmedia y una de las principales distribuidoras con las que trabaja, Warner Bros.', 'Estoy segura de que lo conseguiremos porque contamos con un equipo dispuesto a esforzarse al máximo para dar el mejor servicio a los clientes.', 'Participando personas con discapacidad gracias a una beca David Feduchy.', 'Personas a las que quiero hacer llegar desde aquí mi más sincero agradecimiento, pues su contribución y compromiso han sido, y son, piedra angular para la consecución de nuestros objetivos y para nuestro futuro.', 'Gracias a nuestra visión estratégica y a un importante rigor en la gestión, acompañada por unos sólidos valores, aquilatados por el fuerte componente familiar, hemos superado con éxito una compleja etapa en la que hemos logrado alcanzar la mayor parte de los objetivos propuestos, afrontando el futuro con solvencia y optimismo.', 'Después de un primer trimestre exigente como empresa cotizada y a pesar de las dificultades experimentadas por la industria del petróleo y el gas, que es una parte importante de nuestra actividad, me complace anunciar que, gracias a la gestión y dirección de Fernando Basabe y de su equipo, el Grupo ha logrado obtener resultados conforme a nuestras expectativas.', 'Como resultado de esa experiencia, Sasso ha lanzado un exitoso test en Arabia Saudí.', 'En vista de estas difíciles circunstancias, creo que el nuevo equipo directivo de Vueling ha hecho un fantástico trabajo. Se han enfrentado a estos retos, han sido honestos acerca de los problemas que les afectaban y no se desentendieron de los errores que se cometieron a nivel interno. El nuevo equipo ha restablecido el desempeño operativo de la aerolínea, ha potenciado la resiliencia de la red.', 'Somos lo que somos porque durante todos estos años hemos sabido como nadie adelantarnos, innovar y prepararnos, en definitiva, para el cambio.', 'Afortunadamente, no hubo que lamentar daños personales, ya que los clientes fueron evacuados de las zonas afectadas de una manera rápida, eficaz y segura.']","la colaboración de Atresmedia y una de las principales distribuidoras con las que trabaja, Warner Bros.","la colaboración de Atresmedia y una de las principales distribuidoras con las que trabaja, Warner Bros",1.0,1.0,1.0
